location,bath,price,total_sqft_int,BHK
Domlur,4.0,600.0,2400.0,6
Yelenahalli,2.0,60.0,1159.0,2
Harlur,2.0,79.0,1197.0,2
Old Airport Road,4.0,191.0,2690.0,4
Bommasandra,2.0,50.28,1295.0,3
Huskur,2.0,37.83,1310.0,3
Whitefield,2.0,79.28,1132.0,2
6th block Koramangala,3.0,400.0,2350.0,3
4th Block Koramangala,4.0,500.0,2400.0,4
Hebbal,3.0,135.0,1645.0,3
Whitefield,4.0,330.0,3000.0,4
Marathahalli,3.0,140.0,1937.0,3
Doddathoguru,2.0,33.5,1015.0,2
Nagadevanahalli,2.0,39.0,1080.0,2
Kathriguppe,2.0,80.99,1350.0,3
Kothanur,2.0,59.0,1185.0,2
Domlur,3.0,135.0,1720.0,3
Hebbal,3.0,175.0,2080.0,3
Tindlu,3.0,87.0,1500.0,3
Yelahanka,3.0,97.0,1566.0,3
Rajaji Nagar,3.0,334.0,2386.0,3
KSRTC Layout,4.0,110.0,1500.0,4
KR Puram,2.0,49.02,1290.0,2
"JP nagar 9th Phase, ",3.0,72.0,1531.0,3
Keshava Nagar,3.0,165.0,1839.0,3
Dollars Layout,4.0,760.0,4200.0,4
Kaval Byrasandra,2.0,46.0,1100.0,2
Vignana Nagar,2.0,55.0,1200.0,2
Uttarahalli,2.0,74.0,1315.0,3
Anandapura,2.0,42.75,1141.0,2
AECS Layout,2.0,55.0,1080.0,2
HBR Layout,2.0,60.0,1200.0,2
Varthur,2.0,41.88,1111.0,2
NGR Layout,2.0,45.9,1022.0,2
Bannerghatta Road,2.0,65.0,1275.0,2
4th Block Jayanagar,2.0,70.0,900.0,2
Rachenahalli,2.0,39.2,1224.0,2
Battarahalli,2.0,43.0,1135.0,2
Rachenahalli,2.0,52.1,1050.0,2
Kudlu Gate,3.0,86.0,1535.0,3
Nagavarapalya,2.0,130.0,1392.0,2
Bellandur,2.0,72.0,1050.0,2
Hosa Road,3.0,103.0,1513.0,3
Gottigere,3.0,72.0,1621.0,3
Bannerghatta Road,2.0,39.0,892.0,2
Hebbal,3.0,83.87,1355.0,3
Indira Nagar,2.0,168.0,1400.0,2
Kengeri,2.0,35.0,726.0,2
Singena Agrahara,3.0,149.0,1500.0,3
Hebbal,4.0,405.0,3895.0,4
Horamavu Agara,2.0,41.0,1079.0,2
Begur Road,2.0,46.0,1170.0,2
Doddathoguru,2.0,39.0,1104.0,2
Hormavu,4.0,390.0,4818.0,4
Canara Bank Colony,2.0,52.0,1650.0,3
Kogilu,3.0,127.0,1559.0,3
Hanumagiri,2.0,38.0,1100.0,2
Benson Town,3.0,150.0,1750.0,3
Ramagondanahalli,2.0,45.5,1215.0,2
Talaghattapura,3.0,135.0,1868.0,3
Sarjapur  Road,3.0,98.0,1691.0,3
Ardendale,3.0,350.0,4355.0,5
Hulimavu,2.0,55.0,1225.0,2
JP Nagar,3.0,112.0,1690.0,3
Thigalarapalya,2.0,103.0,1418.0,2
Kasturi Nagar,3.0,125.0,1896.0,4
Sonnenahalli,1.0,40.0,605.0,1
Electronic City Phase II,2.0,32.5,900.0,2
Cholanayakanahalli,2.0,50.0,750.0,1
Ananth Nagar,2.0,26.0,908.0,2
Thanisandra,4.0,226.0,3216.0,4
BEML Layout,4.0,225.0,2400.0,5
Iblur Village,2.0,68.0,1400.0,2
Kudlu,2.0,44.0,1092.0,2
Hulimavu,2.0,74.0,1255.0,2
Electronic City,2.0,100.0,1500.0,3
Horamavu Banaswadi,2.0,38.0,925.0,2
Raja Rajeshwari Nagar,2.0,42.0,1023.0,2
Choodasandra,3.0,77.0,1530.0,3
Vijaya Bank Layout,2.0,85.0,1605.0,3
Hosakerehalli,2.0,50.0,1925.0,2
Kogilu,2.0,50.66,1190.0,2
6th Phase JP Nagar,2.0,65.0,1140.0,2
Green Glen Layout,3.0,130.0,1725.0,3
Bisuvanahalli,2.0,50.0,1075.0,3
Kannamangala,3.0,93.34,1574.0,3
Sanjay nagar,1.0,32.0,965.0,1
Akshayanagara West,2.0,60.0,1205.0,2
Kambipura,2.0,55.0,1082.0,3
Uttarahalli,2.0,52.85,1215.0,3
Hebbal,5.0,230.0,2483.0,4
Prasanth Extension,3.0,46.14,1200.0,2
Chikkathoguru,1.0,19.5,1500.0,1
1st Block Koramangala,4.0,600.0,2360.0,4
Ardendale,4.0,250.0,3198.0,4
Doctors Layout,2.0,44.0,1125.0,2
Anand nagar,2.0,70.0,1200.0,2
Hebbal,3.0,195.0,2600.0,3
West of Chord Road,2.0,160.0,1200.0,2
Pai Layout,2.0,80.0,1255.0,2
Keshava Nagar,3.0,155.0,1904.0,3
Somasundara Palya,2.0,70.0,1329.0,2
Chandapura,2.0,60.0,1200.0,2
Murugeshpalya,3.0,160.0,2135.0,3
Ramakrishnappa Layout,4.0,315.0,2770.0,3
"Hoodi Circle, ",1.0,39.0,813.0,1
Junnasandra,4.0,240.0,3884.0,4
Doddaballapur,3.0,300.0,3876.0,3
Kalena Agrahara,2.0,30.0,800.0,2
Handenahalli,2.0,120.0,4750.0,4
Akshaya Nagar,3.0,90.0,1575.0,3
Banagiri Nagar,2.0,97.78,1630.0,3
Nagadevanahalli,2.0,36.0,1090.0,2
NGR Layout,2.0,48.45,1020.0,2
"Sarjapur Road, ",4.0,173.0,2425.0,4
Varthur,2.0,33.82,1097.0,2
Raja Rajeshwari Nagar,2.0,50.0,1070.0,2
Kumaraswami Layout,2.0,58.0,1000.0,2
manyata tech park,2.0,56.0,1150.0,2
Divya Unnathi Layout,2.0,49.0,1141.0,2
Jigani,2.0,44.0,937.0,2
Green Glen Layout,2.0,60.0,1075.0,2
Panathur,2.0,65.3,1000.0,2
Ashwathnagar,2.0,43.0,936.0,2
Gopalkrishna Nagar,2.0,75.0,1280.0,2
Babusapalaya,2.0,45.0,1050.0,2
Marathahalli,2.0,86.0,1350.0,2
Mallasandra,2.0,70.0,1325.0,2
Hosur Road,3.0,162.0,1890.0,3
Wilson Garden,1.0,75.0,735.0,1
Sarvabhouma Nagar,1.0,24.0,500.0,1
Gottigere,3.0,80.0,1304.0,3
Yelahanka,3.0,120.0,1653.0,3
Bisuvanahalli,2.0,52.0,1075.0,3
7th Phase JP Nagar,3.0,42.0,1212.0,2
Hoysalanagar,2.0,50.0,1100.0,2
SMV layout,4.0,145.0,1200.0,3
Billekahalli,2.0,50.0,1140.0,2
Roopena Agrahara,2.0,100.0,1200.0,2
Kudlu Gate,3.0,83.0,1532.0,3
Doddaballapur,4.0,195.0,2776.0,3
Uttarahalli,2.0,53.0,1325.0,2
CQAL LAYOUT C BLOCK,3.0,160.0,1200.0,3
R.T. Nagar,4.0,320.0,2000.0,4
Bannerghatta Road,2.0,70.0,1260.0,2
Vittasandra,2.0,90.0,1934.0,2
Malleshpalya,2.0,40.0,1060.0,2
Kasavanhalli,3.0,95.0,1476.0,3
Murugeshpalya,2.0,85.0,1185.0,2
Channasandra Layout,2.0,82.0,1265.0,3
"Near Electronic City, ",5.0,150.0,3200.0,4
Virat Nagar,2.0,56.81,1196.0,2
EPIP Zone,2.0,69.0,1280.0,2
Hulimavu,2.0,45.0,1175.0,2
Kacharakanahalli,3.0,98.0,1850.0,3
Indira Nagar,4.0,525.0,2400.0,4
Whitefield,2.0,70.0,1195.0,2
Ulsoor,3.0,185.0,2000.0,3
Hosur Road,2.0,36.5,1180.0,2
Jakkur,2.0,49.87,1050.0,2
Bagalakunte,4.0,150.0,2360.0,4
Banashankari stage 2,2.0,77.25,1030.0,2
Doddanakundi Industrial Area 2,1.0,65.01,1512.0,2
Subramanyapura,2.0,48.0,929.0,2
Green Glen Layout,3.0,115.0,1485.0,3
Electronics City Phase 1,2.0,55.0,1124.0,3
TC Palaya,6.0,370.0,2400.0,6
Hennur Road,2.0,97.0,1482.0,3
Sector 7 HSR Layout,2.0,98.86,1163.0,2
Jalahalli,3.0,140.0,1570.0,3
Whitefield,4.0,284.0,3480.0,3
Chandapura,1.0,14.04,520.0,1
OLd Gurappanapalya,3.0,160.0,2000.0,3
Prithvi Layout,2.0,75.0,1352.0,2
Electronic City,2.0,65.0,1152.0,2
"ECC Road, Whitefield, ",3.0,93.0,1575.0,3
Hegde Nagar,4.0,125.0,1965.0,3
Ramanjaneyanagar,2.0,70.0,1300.0,3
Marathahalli,2.0,47.0,957.0,2
Hoskote,3.0,60.0,1740.0,3
Neeladri Nagar,2.0,35.0,1060.0,2
Chikkadunnasandra,2.0,50.0,975.0,2
Ramamurthy Nagar,2.0,51.0,1150.0,2
Kanakapura,2.0,59.0,1151.0,2
Uttarahalli,2.0,60.0,1300.0,3
Garudachar Palya,2.0,52.8,1150.0,2
Akshya Nagar,2.0,75.0,1380.0,2
Hebbal,3.0,117.0,1645.0,3
Babusapalaya,2.0,45.9,1141.0,2
7th Phase JP Nagar,2.0,82.5,1175.0,2
Banashankari Stage V,2.0,61.0,1355.0,3
Dasarahalli,2.0,70.0,1150.0,2
Indranagar  100ft road defence colony,5.0,80.0,5800.0,5
Canara Bank Colony,2.0,45.0,1000.0,2
Balagere,2.0,65.0,1007.0,2
Wajid layout thanisandra,5.0,100.0,3000.0,4
Kothanur,3.0,70.0,1436.0,3
Somasundara Palya,3.0,140.0,2372.0,3
Rajaji Nagar,2.0,150.0,1200.0,2
Rayasandra,2.0,58.0,1016.0,2
Dodda Nekkundi,2.0,48.0,1100.0,2
B Channasandra,2.0,45.0,1080.0,2
Electronic City,2.0,60.0,1070.0,2
Kadubeesanahalli,3.0,115.0,1532.0,3
Hennur,2.0,42.12,1040.0,2
Laxmi Sagar Layout,3.0,250.0,3100.0,3
Tumkur Road,2.0,48.905,1137.5,2
Rajaji Nagar,1.0,163.0,1160.0,2
ITPL,5.0,205.0,3262.0,4
Uvce Layout,2.0,100.0,1190.0,2
Panduranga Nagar,3.0,100.0,1827.0,3
HRBR Layout,2.0,75.0,1210.0,2
New Thippasandra,3.0,95.0,1500.0,3
Rachenahalli,2.0,53.5,1050.0,2
Hebbal,2.0,88.73,1251.0,2
HSR Layout,2.0,115.0,1600.0,3
Electronic City,2.0,65.5,1128.0,2
Budigere,3.0,93.0,1820.0,3
Thigalarapalya,4.0,159.0,2072.0,3
Hoodi,2.0,114.0,1925.0,3
Hennur Road,2.0,225.0,2651.0,3
Kumaraswami Layout,2.0,36.0,1000.0,2
KR Puram,3.0,145.0,1752.0,3
Sahakara Nagar,2.0,56.0,960.0,2
Gattigere,2.0,63.0,1180.0,2
Benson Town,3.0,180.0,2270.0,3
Lakshminarayana Pura,2.0,75.0,1200.0,2
Bisuvanahalli,2.0,46.0,1180.0,3
Roopena Agrahara,3.0,47.0,1300.0,3
Bannerghatta Road,2.0,40.0,1157.0,2
Banashankari Stage III,2.0,59.0,1305.0,3
Hegde Nagar,4.0,196.0,2006.0,3
Jakkur,2.0,80.0,1290.0,2
Hoskote,2.0,45.0,1170.0,2
Yelachenahalli,2.0,78.0,1400.0,2
Lakshminarayana Pura,2.0,75.0,1200.0,2
Kamakshipalya,2.0,60.0,1155.0,3
Hormavu,3.0,85.0,1725.0,3
Kanakpura Road,2.0,40.0,700.0,2
Yemlur,5.0,2050.0,7000.0,4
Hoodi,2.0,88.0,1112.0,2
Somasundara Palya,2.0,78.0,1178.0,2
Badavala Nagar,2.0,81.0,1274.0,2
Doddathoguru,2.0,32.0,915.0,2
Hosur Road,1.0,21.28,760.0,1
Maragondanahalli,3.0,68.0,1540.0,3
P&T Layout,2.0,38.5,1206.0,2
Basavanna Nagar,3.0,95.0,1645.0,3
Kannur,2.0,55.0,1200.0,3
Yelenahalli,2.0,33.0,1056.0,2
Raja Rajeshwari Nagar,8.0,225.0,4800.0,8
Thirumenahalli,2.0,36.69,1161.0,2
Dollars Colony,2.0,65.0,1097.0,2
Uttarahalli,2.0,35.0,850.0,2
Green Glen Layout,3.0,115.0,1715.0,3
Basavangudi,3.0,317.0,2300.0,3
8th Phase JP Nagar,2.0,38.0,1080.0,2
Kasavanhalli,2.0,50.3,1200.0,2
4th Block Koramangala,4.0,550.0,2400.0,4
Banashankari,2.0,78.0,1400.0,3
Whitefield,4.0,200.0,1500.0,4
Kanakpura Road,1.0,19.695,458.0,1
Marathahalli,2.0,57.0,1230.0,2
Kalyan nagar,3.0,88.0,1640.0,3
Banashankari,3.0,125.0,1700.0,3
Defence Colony,4.0,986.0,6600.0,4
Banashankari,2.0,40.79,1020.0,2
Nagarbhavi,2.0,150.0,1200.0,2
Yelahanka,2.0,95.0,1275.0,3
Cambridge Layout,3.0,165.0,1600.0,4
Kanakapura,2.0,38.85,1110.0,2
Uttarahalli,3.0,88.0,1627.86,3
Whitefield,4.0,285.0,3004.0,4
Hosa Road,2.0,52.0,1133.0,2
Hennur Road,2.0,82.5,1182.0,2
Tumkur Road,3.0,100.0,1500.0,3
Hebbal Kempapura,5.0,360.0,3900.0,4
Marathahalli,2.0,58.0,1200.0,2
Raja Rajeshwari Nagar,2.0,48.79,1128.0,2
Jayanagar,2.0,110.0,900.0,2
Amruthahalli,2.0,45.0,1100.0,2
Ardendale,3.0,140.0,2062.0,4
Thanisandra,4.0,130.0,1874.0,3
Old Madras Road,2.0,75.0,1171.0,2
Sarjapur,3.0,85.0,2020.0,3
8th Phase JP Nagar,2.0,34.5,1059.0,2
Jakkur,3.0,110.0,1760.0,3
Sampangi Rama Nagar,2.0,125.0,1200.0,2
Hebbal,3.0,121.0,1645.0,3
Whitefield,2.0,72.0,1250.0,2
Whitefield,1.0,34.385,709.0,1
Whitefield,2.0,77.0,1340.0,2
Cooke Town,4.0,239.0,2388.0,3
Hosa Road,2.0,104.0,1369.1,2
Jalahalli West,2.0,75.0,1355.0,2
Bannerghatta Road,2.0,65.0,1150.0,2
Kanakapura,3.0,113.0,1938.0,3
Begur Road,4.0,124.0,2462.0,4
Budigere,3.0,85.0,1636.0,3
Akshaya Nagar,2.0,75.0,1430.0,3
BEML Layout 5th stage,3.0,85.0,2000.0,3
Yelahanka,2.0,78.0,1270.0,2
Anjanapura,3.0,121.0,1500.0,3
Koramangala,3.0,290.0,2300.0,3
Hunasamaranahalli,4.0,900.0,7500.0,4
Panathur,2.0,63.0,1109.0,2
Pragathi Nagar,2.0,49.75,1280.0,2
Sarjapur,3.0,185.0,2885.0,4
Devanahalli,3.0,180.0,1600.0,3
Kothanur,3.0,71.0,1462.0,3
Marathahalli,1.0,35.0,607.0,1
Kammasandra,2.0,25.0,930.0,2
Varthur,5.0,300.0,4500.0,4
Electronic City Phase II,3.0,52.47,1418.0,3
Ramesh Nagar,1.0,160.0,4200.0,2
EPIP Zone,2.0,65.0,1125.0,2
CV Raman Nagar,3.0,126.0,1825.0,3
Whitefield,2.0,79.5,1320.0,2
HAL 2nd Stage,2.0,300.0,1490.0,3
8th block Koramangala,3.0,300.0,1650.0,4
Whitefield,2.0,52.7,750.0,2
Yelahanka,2.0,80.54,1400.0,3
Sathya Sai Layout,4.0,360.0,4104.0,4
Mahadevpura,4.0,260.0,3295.0,5
Whitefield,3.0,61.96,1200.0,3
Poorna Pragna Layout,2.0,48.0,965.0,2
Gottigere,1.0,26.0,812.0,1
KR Puram,2.0,43.0,1100.0,2
HSR Layout,2.0,48.0,1145.0,2
Haralur Road,2.0,44.0,1027.0,2
Silk Board,2.0,49.85,1215.0,2
Hegde Nagar,2.0,75.0,1200.0,2
Kenchenahalli,2.0,58.0,1015.0,2
Kaggalipura,3.0,165.0,2400.0,3
Whitefield,4.0,306.0,3000.0,4
Puttanahalli,2.0,52.0,1076.0,2
JP Nagar,2.0,109.0,1300.0,2
Hebbal Kempapura,2.0,102.0,1300.0,2
Hosa Road,3.0,123.0,1512.0,3
Bhoganhalli,3.0,88.91,1053.4,3
Yeshwanthpur,1.0,41.745,605.0,1
Hormavu,2.0,65.0,1153.0,2
Virat Nagar,2.0,150.0,2080.0,2
Hulimavu,2.0,69.0,1255.0,2
Marathahalli,3.0,109.0,1583.0,3
Kundalahalli Colony,2.0,90.0,1505.0,2
Kathriguppe,2.0,75.08,1365.0,3
Dwarka Nagar,3.0,95.75,1200.0,3
Amblipura,4.0,148.0,1810.0,3
Magadi Road,1.0,35.0,440.0,1
Subramanyapura,2.0,63.0,975.0,2
Doddagubbi,2.0,39.0,1250.0,2
Gopalkrishna Nagar,2.0,97.0,1530.0,3
Channasandra,2.0,40.0,1115.0,2
Sarjapur  Road,2.0,83.0,1308.0,2
Parappana Agrahara,2.0,47.0,1194.0,2
Sarjapur  Road,3.0,91.0,1592.0,3
Rajaji Nagar,2.0,112.0,1222.0,2
Raja Rajeshwari Nagar,2.0,42.85,1267.0,2
Balagere,1.0,53.0,656.0,1
Dodda Nekkundi,4.0,530.0,3400.0,4
Garudachar Palya,5.0,400.0,4500.0,4
Chandapura,1.0,36.0,1200.0,2
Thanisandra,3.0,102.0,1698.0,3
Tata Nagar,3.0,70.0,1500.0,3
Sunkadakatte,5.0,80.0,2000.0,4
Electronic City,2.0,65.75,1152.0,2
Raja Rajeshwari Nagar,1.0,21.0,550.0,1
Pattandur Agrahara,2.0,42.0,900.0,2
Rajarajeshwari nagar,2.0,45.12,1410.0,3
Akshaya Nagar,2.0,73.0,1419.0,3
Amruthahalli,2.0,55.0,1200.0,2
Gottigere,2.0,40.0,990.0,2
Bannerghatta Road,2.0,39.0,1100.0,2
Rajarajeshwarinagar,3.0,85.0,2000.0,3
Jinkethimmanahalli,2.0,130.0,1500.0,3
Daadys Gaarden Layout,3.0,72.0,1600.0,3
Frazer Town,3.0,265.0,2560.0,3
Talaghattapura,3.0,135.0,1856.0,3
Vishwapriya Nagar,6.0,71.0,2100.0,6
Sarjapur  Road,2.0,77.0,1150.0,2
Vimanapura,3.0,75.0,2500.0,3
Hennur Road,2.0,59.46,1036.0,2
Whitefield,5.0,270.0,3445.0,4
Dodsworth Layout,2.0,80.0,1400.0,2
Bommanahalli,2.0,33.0,1110.0,2
Kodichikkanahalli,2.0,48.0,1150.0,2
Kenchenahalli,1.0,45.0,715.0,1
Whitefield,3.0,140.0,1700.0,3
Kanakpura Road,3.0,120.0,1591.0,3
Marathahalli,3.0,200.0,2500.0,5
Sector 1 HSR Layout,3.0,150.0,1533.0,3
Cunningham Road,3.0,763.0,3815.0,3
Amarjyothi Colony,2.0,38.0,1100.0,2
Banashankari Stage II,2.0,120.0,1500.0,3
Begur Road,2.0,42.92,1160.0,2
Chandapura,1.0,27.0,620.0,1
Whitefield,4.0,400.0,4827.0,4
Whitefield,2.0,84.5,1405.0,2
Gunjur,2.0,40.0,1190.0,2
Harlur,2.0,78.0,1174.0,2
Seegehalli,2.0,72.0,1155.0,2
Thanisandra,3.0,93.04,1411.0,3
Jalahalli West,2.0,50.0,745.0,2
Kereguddadahalli,2.0,30.0,1000.0,2
Jigani,2.0,50.0,923.0,2
Battarahalli,2.0,45.0,1276.0,2
Devasthanagalu,3.0,70.0,1460.0,3
Yemlur,2.0,95.0,1355.0,2
Avalahalli,1.0,49.0,833.0,1
Cambridge Layout,5.0,450.0,1750.0,5
Ramamurthy Nagar,2.0,48.0,1200.0,2
Yeshwanthpur,1.0,36.85,669.0,1
Kothanur,3.0,105.0,1790.0,3
NGR Layout,2.0,45.0,1020.0,2
Doddanekundi,5.0,850.0,3250.0,4
Vasantapura main road,2.0,36.28,1037.0,2
Kodichikkanahalli,2.0,43.0,1070.0,2
Sector 6 HSR Layout,5.0,270.0,3000.0,4
Kanakpura Road,2.0,79.9,1207.0,2
Varthur,2.0,55.5,1140.0,2
Basavanapura,2.0,68.0,1220.0,2
CQAL Layout,3.0,475.0,3811.0,4
Sarjapur  Road,3.0,120.0,1965.0,3
Haralur Road,2.0,70.0,1225.0,2
Marathahalli,2.0,52.43,1075.0,2
Panathur,2.0,68.0,1000.0,2
Hennur Road,3.0,109.0,1891.0,3
Yelahanka,2.0,86.0,1322.0,2
Mathikere,3.0,215.0,1095.0,3
Bellandur,4.0,260.0,3600.0,4
AECS Layout,2.0,36.58,1045.0,2
Venugopal Reddy Layout,3.0,85.0,1545.0,3
Thanisandra,3.0,135.0,1996.0,3
Brookefield,2.0,70.0,1125.0,2
Mysore Road,3.0,115.0,1560.0,3
Murugeshpalya,4.0,310.0,3100.0,4
Lake City,2.0,35.0,780.0,2
Lakshmipura,2.0,110.0,1350.0,2
Sarjapur  Road,4.0,180.0,2275.0,3
Pragathi Nagar,2.0,41.0,1350.0,2
Dasanapura,1.0,28.32,708.0,1
Sarjapur  Road,3.0,160.0,1680.0,3
Hoodi,2.0,82.0,1400.0,2
Bellandur,2.0,72.0,1310.0,2
BTM Layout,6.0,165.0,3300.0,6
Chikkalasandra,2.0,80.0,1428.0,3
Whitefield,4.0,280.0,3252.0,4
Haralur Road,2.0,46.0,1194.0,2
8th Phase JP Nagar,2.0,35.0,1080.0,2
Vijaya Bank Layout,2.0,68.0,1200.0,3
Badavala Nagar,3.0,115.0,1842.0,3
Sector 2 HSR Layout,2.0,55.0,1146.0,2
Rachenahalli,1.0,28.0,440.0,1
Sahakara Nagar,2.0,50.0,1048.0,2
Thanisandra,3.0,115.0,1801.0,3
Hennur Road,2.0,69.61,1232.0,2
Whitefield,2.0,90.0,1150.0,2
Talaghattapura,3.0,120.0,1868.0,3
Begur,2.0,47.1,1445.0,3
Hebbal Kempapura,2.0,140.0,1466.0,3
JP Nagar,3.0,402.0,3860.0,3
Somasundara Palya,2.0,70.0,1185.0,2
Yeshwanthpur,4.0,260.0,3027.0,3
Whitefield,4.0,147.0,2400.0,4
Kaval Byrasandra,2.0,49.0,1185.0,2
Hongasandra,2.0,49.0,1150.0,2
Maruthi Extension,4.0,180.0,2000.0,5
Pai Layout,2.0,35.0,1075.0,2
Hebbal,3.0,123.0,1760.0,3
Banashankari,2.0,63.98,1600.0,2
Haralur Road,2.0,78.0,1000.0,2
7th Phase JP Nagar,2.0,90.0,1215.0,2
EPIP Zone,3.0,125.0,1734.0,3
Akshaya Nagar,2.0,60.0,1280.0,2
Rachenahalli,2.0,55.0,1113.0,2
Horamavu Banaswadi,2.0,48.0,1272.0,2
Kereguddadahalli,3.0,41.0,1240.0,3
Yelahanka,2.0,70.0,1100.0,2
Ambalipura,2.0,30.13,896.0,2
Rachenahalli,5.0,220.0,3657.0,4
BTM 2nd Stage,2.0,35.0,1200.0,2
Ambalipura,3.0,198.0,3500.0,3
Sarjapur,2.0,30.0,1500.0,2
S R Layout,2.0,48.0,1096.0,2
GD Layout,2.0,44.0,1094.0,2
Vittal Nagar,2.0,49.0,1100.0,2
Nagarbhavi,2.0,40.0,1145.0,2
Seegehalli,4.0,82.0,1830.0,3
Chandapura,1.0,16.45,645.0,1
Banashankari Stage III,2.0,60.0,1305.0,3
Thigalarapalya,2.0,62.0,1207.0,2
Thanisandra,3.0,125.0,1678.0,3
Kaggalipura,2.0,50.0,950.0,2
Electronic City,2.0,55.0,1070.0,2
Ardendale,3.0,92.0,1732.46,3
Marathahalli,2.0,103.0,1360.0,2
Malleshpalya,4.0,250.0,2592.0,4
RMV 2nd Stage,3.0,700.0,4470.0,3
Lakshminarayana Pura,3.0,150.0,1656.0,3
Dodda Nekkundi,3.0,135.0,1999.0,3
7th Phase JP Nagar,2.0,75.0,1050.0,2
Basavangudi,2.0,160.0,1600.0,3
Ramagondanahalli,2.0,52.66,1253.0,2
Shirdi Sai Nagar,3.0,85.0,1200.0,3
Hagadur,2.0,47.5,1086.0,2
Wilson Garden,3.0,155.0,1655.0,3
Old Madras Road,4.0,260.0,2600.0,4
Sarjapur  Road,2.0,78.0,1418.0,2
Kalena Agrahara,2.0,100.0,1270.0,2
"JP Nagar 7th Phase, ",2.0,74.0,1150.0,2
Raghuvanahalli,3.0,65.8,1440.0,3
J C Nagar,2.0,108.0,1200.0,3
Sadduguntepalya,2.0,75.0,1200.0,2
Whitefield,1.0,35.0,624.0,1
Electronic City,2.0,58.0,1060.0,2
Hebbal,5.0,386.0,3960.0,4
KR Puram,2.0,40.0,950.0,2
Channasandra,2.0,48.0,3040.0,2
Vishwapriya Layout,2.0,60.0,1235.0,2
Budigere,1.0,46.0,722.0,1
Kanakpura Road,3.0,165.0,2775.0,4
Sarjapur  Road,2.0,93.0,1200.0,2
Mallathahalli,3.0,60.0,1225.0,3
Marathahalli,2.0,58.5,1220.0,2
Nagavarapalya,1.0,52.5,705.0,1
Battarahalli,3.0,94.36,1880.0,3
Yelahanka,2.0,70.0,1200.0,2
Doddakammanahalli,2.0,60.0,1550.0,3
Lingadheeranahalli,3.0,130.0,1893.0,3
HMT Layout,3.0,75.0,1650.0,3
Chikkathoguru,2.0,46.0,1113.0,2
BEL Road,2.0,203.0,1500.0,2
Seegehalli,3.0,235.0,4000.0,3
Haralur Road,3.0,101.0,1830.0,3
Kodigehalli,2.0,48.0,1200.0,2
Bidrahalli,2.0,72.0,1800.0,3
Bommasandra,2.0,40.0,1015.0,2
Raja Rajeshwari Nagar,2.0,37.95,1120.0,2
Hoodi,1.0,48.24,706.0,1
Bisuvanahalli,2.0,42.0,1075.0,3
Kanakpura Road,2.0,80.0,1290.0,2
Akshaya Nagar,2.0,50.0,1200.0,2
Hormavu,2.0,53.11,1150.0,2
Uttarahalli,2.0,61.2,1360.0,3
4th Block Koramangala,9.0,500.0,4500.0,9
whitefiled,2.0,32.73,935.0,2
Marathahalli,4.0,650.0,4000.0,4
Marathahalli,2.0,45.68,950.0,2
Vadarpalya,5.0,120.0,2500.0,5
Hegde Nagar,5.0,300.0,3216.0,4
Sarjapur  Road,2.0,60.0,1115.0,2
Rajiv Nagar,5.0,129.0,2340.0,4
Whitefield,5.0,850.0,4356.0,4
9th Phase JP Nagar,2.0,43.0,1005.0,2
Kengeri,1.0,19.5,416.0,1
1st Phase JP Nagar,2.0,100.0,1394.0,2
Richards Town,3.0,160.0,1550.0,3
Thanisandra,2.0,82.0,1265.0,2
Manorayana Palya,2.0,52.0,1140.0,2
BCC Layout,2.0,40.0,1050.0,2
Varthur,2.0,59.0,1012.0,2
Varthur,4.0,112.0,1600.0,4
Jeevan bima nagar,2.0,290.0,1705.0,3
Chikkalasandra,2.0,42.8,1070.0,2
Whitefield,3.0,95.0,1700.0,3
Bhoganhalli,2.0,80.64,910.2,2
Kogilu,2.0,50.66,1140.0,2
Whitefield,4.0,400.0,4960.0,4
Talaghattapura,3.0,170.0,2254.0,3
Kanakapura,2.0,47.0,945.0,2
Giri Nagar,3.0,240.0,1350.0,3
Marathahalli,1.0,44.0,615.0,1
Ramamurthy Nagar,2.0,65.0,1110.0,2
Haralur Road,1.0,88.0,575.0,1
Electronic City,2.0,54.1,1025.0,2
Vinayak Nagar,3.0,95.0,1758.0,3
Gopalapura,5.0,351.0,3179.0,4
Kaikondrahalli,3.0,92.0,1342.0,3
Whitefield,4.0,198.0,2928.0,4
Doddathoguru,2.0,32.0,1140.0,2
Raja Rajeshwari Nagar,2.0,85.0,1608.0,2
Kadugodi,2.0,82.0,1645.0,3
Harlur,2.0,52.0,1200.0,2
Dodda Nekkundi,4.0,600.0,3800.0,4
Basavanapura,3.0,85.0,1200.0,2
Kalyan nagar,2.0,73.0,1080.0,2
Madanayakahalli,2.0,34.0,1200.0,2
Akshaya Nagar,2.0,60.0,1092.0,2
Jalahalli,4.0,135.0,1932.0,3
KR Puram,2.0,72.0,1156.0,2
Bellandur,2.0,35.11,924.0,2
Thubarahalli,2.0,75.0,1330.0,2
Thanisandra,4.0,113.0,1917.0,3
Mahalakshmi Puram,6.0,408.0,2400.0,6
Richmond Town,5.0,500.0,1800.0,4
Mahalakshmi Puram,1.0,225.0,1290.0,2
Kodigehalli,1.0,53.0,655.0,1
4th Block Koramangala,3.0,140.0,1800.0,3
Bellandur,3.0,118.0,1785.0,3
Kadugodi,7.0,130.0,4000.0,7
Hebbal,3.0,120.0,1645.0,3
